client_acc,client_loss,communication_time,compute_time,domain,global_acc,global_loss,mnist_acc,mnist_loss,mode,model,rank,round,round_time,server_communication_time,svhn_acc,svhn_loss,total_time,usps_acc,usps_loss
0.1125,2.302136993408203,1.4827811350005504,0.03595652900003188,mnist,0.09375,2.304273029168447,0.08203125,2.306610994040966,mpi_sync,lenet5,1,1,1.7900582929996744,1.6127265059994897,0.1015625,2.30470160394907,1.7900652770003944,0.09765625,2.3015064895153046
0.0875,2.3084506034851073,1.5240528320000521,0.02922751300047821,svhn,0.09375,2.304273029168447,0.08203125,2.306610994040966,mpi_sync,lenet5,2,1,1.7900582929996744,1.6127265059994897,0.1015625,2.30470160394907,1.7900652770003944,0.09765625,2.3015064895153046
0.05,2.3146541595458983,1.4836381850009275,0.032122764999257925,usps,0.09375,2.304273029168447,0.08203125,2.306610994040966,mpi_sync,lenet5,3,1,1.7900582929996744,1.6127265059994897,0.1015625,2.30470160394907,1.7900652770003944,0.09765625,2.3015064895153046
0.0875,2.299386739730835,0.002000638999561488,0.029105700999934925,mnist,0.09375,2.303783856332302,0.08203125,2.3059987127780914,mpi_sync,lenet5,1,2,0.23551078299988149,0.04400318500029243,0.1015625,2.3042392507195473,2.0257663800002774,0.09765625,2.3011136054992676
0.05,2.313238573074341,0.0016383190004489734,0.029927607999525208,svhn,0.09375,2.303783856332302,0.08203125,2.3059987127780914,mpi_sync,lenet5,2,2,0.23551078299988149,0.04400318500029243,0.1015625,2.3042392507195473,2.0257663800002774,0.09765625,2.3011136054992676
0.0875,2.310116243362427,0.00187193900001148,0.029142231999685464,usps,0.09375,2.303783856332302,0.08203125,2.3059987127780914,mpi_sync,lenet5,3,2,0.23551078299988149,0.04400318500029243,0.1015625,2.3042392507195473,2.0257663800002774,0.09765625,2.3011136054992676
0.1125,2.302136993408203,2.531578878999426,0.12549145799857797,mnist,0.09375,2.304273029168447,0.08203125,2.306610994040966,mpi_sync,lenet5,1,1,2.8625876149999385,2.689158529999986,0.1015625,2.30470160394907,2.8625970559987763,0.09765625,2.3015064895153046
0.0875,2.3084506034851073,2.524974961997941,0.12363203800123301,svhn,0.09375,2.304273029168447,0.08203125,2.306610994040966,mpi_sync,lenet5,2,1,2.8625876149999385,2.689158529999986,0.1015625,2.30470160394907,2.8625970559987763,0.09765625,2.3015064895153046
0.05,2.3146541595458983,2.5329235710014473,0.1252409289991192,usps,0.09375,2.304273029168447,0.08203125,2.306610994040966,mpi_sync,lenet5,3,1,2.8625876149999385,2.689158529999986,0.1015625,2.30470160394907,2.8625970559987763,0.09765625,2.3015064895153046
0.0875,2.299386739730835,0.0025117379991570488,0.030470777001028182,mnist,0.09375,2.303783856332302,0.08203125,2.3059987127780914,mpi_sync,lenet5,1,2,0.22492567100198357,0.044810391002101824,0.1015625,2.3042392507195473,3.087668886000756,0.09765625,2.3011136054992676
0.05,2.313238573074341,0.0026743769994936883,0.028768971998943016,svhn,0.09375,2.303783856332302,0.08203125,2.3059987127780914,mpi_sync,lenet5,2,2,0.22492567100198357,0.044810391002101824,0.1015625,2.3042392507195473,3.087668886000756,0.09765625,2.3011136054992676
0.0875,2.310116243362427,0.0024812830015434884,0.027920921998884296,usps,0.09375,2.303783856332302,0.08203125,2.3059987127780914,mpi_sync,lenet5,3,2,0.22492567100198357,0.044810391002101824,0.1015625,2.3042392507195473,3.087668886000756,0.09765625,2.3011136054992676
