client_acc,client_loss,communication_time,compute_time,domain,global_acc,global_loss,mnist_acc,mnist_loss,mode,model,rank,round,round_time,svhn_acc,svhn_loss,total_time,usps_acc,usps_loss
1.0,0.0005243213722133078,0.0012514919999375707,0.6018546190007328,svhn,0.081,5.759658658981324,0.096,7.2486657047271725,mpi_async,lenet5,2,10,301.71895008799993,0.0835,4.738818634033203,301.71895008799993,0.0635,5.291491638183594
1.0,0.0003918513751705177,0.0010531560019444441,0.6146249359990179,svhn,0.08066666666666666,5.903668926874796,0.0955,7.425833871841431,mpi_async,lenet5,2,10,307.6835085869998,0.083,4.861393985748291,307.6835085869998,0.0635,5.423778923034668
1.0,0.0003096680578892119,0.0009607160009181825,0.6042460959997698,svhn,0.081,6.019317604064941,0.096,7.568088970184326,mpi_async,lenet5,2,10,312.9304764049998,0.0835,4.961080444335938,312.9304764049998,0.0635,5.528783397674561
1.0,0.00025472222696407696,0.0030085329999565147,0.9016691569995601,svhn,0.08066666666666666,6.123656346638997,0.0955,7.698092334747314,mpi_async,lenet5,2,10,318.2521073070002,0.083,5.05134326171875,318.2521073070002,0.0635,5.621533443450928
1.0,0.00021517072615097278,0.0014199050001479918,0.696924988000319,svhn,0.08066666666666666,6.215477773030599,0.096,7.8090127677917485,mpi_async,lenet5,2,10,323.98043154800007,0.083,5.132303894042969,323.98043154800007,0.063,5.70511665725708
1.0,0.00018604398530442268,0.0010327560012228787,0.6061658130001888,svhn,0.08066666666666666,6.295700407663981,0.096,7.906304718017578,mpi_async,lenet5,2,10,329.21673255899987,0.083,5.202416820526123,329.21673255899987,0.063,5.778379684448242
0.2521875,2.2583791637420654,0.003019372999915504,5.051472352000019,mnist,0.36766666666666664,2.135713149388631,0.531,2.0167556076049804,mpi_async,lenet5,1,1,5.0680561449999,0.0955,2.381013475418091,5.0680561449999,0.4765,2.0093703651428223
0.1678125,2.2563403606414796,0.0034574470000734436,6.097461569999723,svhn,0.14583333333333334,2.3117883936564128,0.117,2.337792741775513,mpi_async,lenet5,2,1,8.134286389999943,0.189,2.2366513080596926,8.134286389999943,0.1315,2.3609211311340332
0.73875,0.8928233286738396,0.0022277250009210547,5.4797870149996015,mnist,0.536,1.882295607248942,0.856,0.480604606628418,mpi_async,lenet5,1,2,13.620985345000008,0.11,4.037711402893066,13.620985345000008,0.642,1.1285708122253417
0.18671875,2.2403642201423644,0.004550049000499712,6.343265665999752,svhn,0.14583333333333334,2.318949516296387,0.117,2.3469065494537356,mpi_async,lenet5,2,2,17.447000117000243,0.189,2.2370686473846435,17.447000117000243,0.1315,2.372873352050781
0.88921875,0.3350336311012507,0.0029228089997559437,5.32322659700003,mnist,0.5821666666666667,1.474591434399287,0.915,0.26549728322029115,mpi_async,lenet5,1,3,22.15125167699989,0.1165,3.2612197074890137,22.15125167699989,0.715,0.8970573124885559
0.19703125,2.2324667501449587,0.003628063000178372,5.784478204000152,svhn,0.14583333333333334,2.3072801767985025,0.117,2.3352336959838866,mpi_async,lenet5,2,3,26.09126779500002,0.189,2.235752601623535,26.09126779500002,0.1315,2.350854232788086
0.93109375,0.2328182678669691,0.0024750760003371397,5.313456593999945,mnist,0.5711666666666667,1.3586932729880015,0.932,0.2070554735660553,mpi_async,lenet5,1,4,30.307815196000774,0.1095,2.881829975128174,30.307815196000774,0.672,0.9871943702697754
0.17046875,2.2572805881500244,0.002655070000400883,5.880750541999987,svhn,0.14583333333333334,2.2964064445495604,0.117,2.3204283847808838,mpi_async,lenet5,2,4,35.04643146900071,0.189,2.2375240058898926,35.04643146900071,0.1315,2.3312669429779054
0.94484375,0.17799478221684695,0.0020320230005381745,5.012749634000102,mnist,0.584,1.2676800055305164,0.954,0.14861956351995467,mpi_async,lenet5,1,5,38.27524858800007,0.1205,2.6531870765686034,38.27524858800007,0.6775,1.0012333765029908
0.18546875,2.2430334949493407,0.0024891929997465922,6.784057759000461,svhn,0.14583333333333334,2.30074905649821,0.117,2.329056240081787,mpi_async,lenet5,2,5,44.46997627900055,0.189,2.2347758712768555,44.46997627900055,0.1315,2.338415058135986
0.955,0.14417555175721644,0.0029817120002917363,7.9572497990002375,mnist,0.6006666666666667,1.1849141544103623,0.956,0.13903507339954377,mpi_async,lenet5,1,6,49.20168405300046,0.134,2.5004964427948,49.20168405300046,0.712,0.9152109470367432
0.18296875,2.2405666494369507,0.0024880830005713506,8.246713870999884,svhn,0.14583333333333334,2.3146564852396647,0.117,2.3443468742370603,mpi_async,lenet5,2,6,57.45547195800009,0.189,2.2335351219177246,57.45547195800009,0.1315,2.366087459564209
0.9596875,0.13349075332283974,0.0032378610003434005,7.1533762199997,mnist,0.6256666666666667,1.0972199586232503,0.9465,0.1607334680557251,mpi_async,lenet5,1,7,60.63559738399999,0.16,2.4228348455429076,60.63559738399999,0.7705,0.7080915622711181
0.1803125,2.2372464609146117,0.0019678720000229077,5.646021584000664,svhn,0.14583333333333334,2.308592741012573,0.117,2.338329563140869,mpi_async,lenet5,2,7,66.28895041400028,0.189,2.2327361640930175,66.28895041400028,0.1315,2.354712495803833
0.965625,0.12053466465324164,0.002234831000350823,4.7474077979995855,mnist,0.632,1.0873664952516555,0.956,0.13475498259067537,mpi_async,lenet5,1,8,69.722645801,0.1645,2.3909964599609377,69.722645801,0.7755,0.7363480432033539
0.30171875,1.9398232436180114,0.005139273000168032,0.9769400019995373,usps,0.3675,3.4549956159591675,0.3345,2.4341517238616945,mpi_async,lenet5,3,8,81.25676980400021,0.0735,6.992739444732666,81.25676980400021,0.6945,0.9380956792831421
0.96453125,0.10047159176319838,0.002940006000244466,5.705667059000007,mnist,0.6131666666666666,1.1541559229890506,0.9435,0.16596175986528397,mpi_async,lenet5,1,9,83.8785409990005,0.1455,2.4853669052124023,83.8785409990005,0.7505,0.8111391038894653
0.184375,2.243754050731659,0.008688125000844593,6.524811802999466,svhn,0.14583333333333334,2.3006533851623536,0.117,2.326353015899658,mpi_async,lenet5,2,9,86.62494394400073,0.189,2.2342659015655517,86.62494394400073,0.1315,2.3413412380218506
0.96921875,0.1022045280970633,0.00333398800012219,5.663408165999499,mnist,0.6501666666666667,1.0152279685735703,0.9565,0.1296940041780472,mpi_async,lenet5,1,10,92.29760249900028,0.246,2.1364616718292235,92.29760249900028,0.748,0.7795282297134399
0.834375,0.5091816656291485,0.0014287519989011344,0.9389327549997688,usps,0.48633333333333334,2.403331916173299,0.491,1.8176257772445679,mpi_async,lenet5,3,10,96.04512349700053,0.1665,4.773423145294189,96.04512349700053,0.8015,0.6189468259811401
0.1934375,2.2354364347457887,0.00257021099969279,6.278873838999971,svhn,0.14583333333333334,2.3086010233561196,0.117,2.3416580657958983,mpi_async,lenet5,2,10,99.05561432500053,0.189,2.232499084472656,99.05561432500053,0.1315,2.3516459197998048
0.9021875,0.2947177801281214,0.0009756119998201029,0.9333032390004519,usps,0.5023333333333333,2.4647868757247924,0.4775,2.048207597732544,mpi_async,lenet5,3,10,105.92213704700043,0.15,4.934081295013428,105.92213704700043,0.8795,0.4120717344284058
0.18625,2.2380313420295717,0.016105788000459142,6.760812950999934,svhn,0.14583333333333334,2.3101209678649903,0.117,2.3449359302520754,mpi_async,lenet5,2,10,109.11634481000056,0.189,2.2311046924591063,109.11634481000056,0.1315,2.354322280883789
0.93875,0.2029466124996543,0.0018174799988628365,0.9611245180003607,usps,0.5365,2.453159069140752,0.5355,2.1235366563796996,mpi_async,lenet5,3,10,116.78897244700056,0.1655,4.865919662475586,116.78897244700056,0.9085,0.37002088856697085
0.951875,0.1686909744888544,0.00119258999984595,0.9618231630010996,usps,0.5071666666666667,2.353988612016042,0.4655,2.30710188293457,mpi_async,lenet5,3,10,130.30949950300055,0.146,4.414417844772339,130.30949950300055,0.91,0.340446108341217
0.96015625,0.12669072268530726,0.000836948001960991,0.9367084009991231,usps,0.5141666666666667,2.220598831017812,0.4535,2.7747568359375,mpi_async,lenet5,3,10,141.7435080590003,0.162,3.6169109935760497,141.7435080590003,0.927,0.27012866353988646
0.96625,0.10106611866503953,0.001062186998751713,0.9547541520005325,usps,0.5271666666666667,2.1957646648089093,0.5,2.147240915298462,mpi_async,lenet5,3,10,150.08819139000025,0.1435,4.193854198455811,150.08819139000025,0.938,0.24619888067245482
0.97265625,0.0893048975476995,0.0022258890021475963,0.9482057169989275,usps,0.5153333333333333,2.2593266451160114,0.4655,2.383492359161377,mpi_async,lenet5,3,10,156.16700077299993,0.142,4.157371002197266,156.16700077299993,0.9385,0.23711657398939132
0.97484375,0.07912141120992601,0.0009249220001947833,0.939497293000386,usps,0.5233333333333333,2.097328219175339,0.4645,2.3989965705871583,mpi_async,lenet5,3,10,170.44704425100008,0.1685,3.655395704269409,170.44704425100008,0.937,0.23759238266944885
0.97953125,0.06663331912830472,0.0009660439991421299,0.9306739880012174,usps,0.5383333333333333,2.5762625974416733,0.538,2.058403618812561,mpi_async,lenet5,3,10,183.54203847600002,0.145,5.3918363475799564,183.54203847600002,0.932,0.27854782593250277
