client_acc,client_loss,communication_time,compute_time,domain,global_acc,global_loss,mnist_acc,mnist_loss,mode,model,rank,round,round_time,svhn_acc,svhn_loss,total_time,usps_acc,usps_loss
0.6829598749348619,0.895281792726754,0.0034099509994121036,2.719260166000822,usps,0.5065,2.3538917180697125,0.495,2.107782856941223,mpi_async,lenet5,3,1,5.7569190839999465,0.1285,4.562369718551635,5.7569190839999465,0.896,0.3915225787162781
0.9495049504950495,0.16676681924683157,0.00145240599886165,2.772629599001448,usps,0.5303333333333333,2.152540586233139,0.4905,2.365810332298279,mpi_async,lenet5,3,2,12.130104959999926,0.1685,3.82339444732666,12.130104959999926,0.932,0.26841697907447815
0.63109375,1.138688567976157,0.0030847329999232898,12.160786207000001,mnist,0.55,1.6749157431523005,0.9275,0.2505773686170578,mpi_async,lenet5,1,2,13.898979500999985,0.0925,3.612523944854736,13.898979500999985,0.63,1.1616459159851074
0.17947916666666666,2.2451682527860006,0.0032505980000223644,13.303411229000062,svhn,0.14583333333333334,2.3175892244974774,0.117,2.3488216342926025,mpi_async,lenet5,2,2,16.148818690999974,0.189,2.235779447555542,16.148818690999974,0.1315,2.368166591644287
0.9734757686294945,0.08714342520976513,0.0009027610012708465,2.7152910889999475,usps,0.5501666666666667,2.4166446898430585,0.548,2.2904229774475096,mpi_async,lenet5,3,3,19.5293693079999,0.161,4.6989878616333005,19.5293693079999,0.9415,0.26052323044836523
0.9834288692027098,0.0547303633209184,0.0010868800000025658,2.7117761909994442,usps,0.5043333333333333,2.4892462978760403,0.4605,2.703859016418457,mpi_async,lenet5,3,4,25.363167008000005,0.1275,4.466735843658447,25.363167008000005,0.925,0.2971440335512161
0.94671875,0.1734223689014713,0.017510194000010415,11.65468807700006,mnist,0.5938333333333333,1.1555780867139498,0.945,0.174958524286747,mpi_async,lenet5,1,4,27.83236616599993,0.1415,2.3607550735473635,27.83236616599993,0.695,0.9310206623077393
0.1884375,2.2390318862597147,0.0019283599999653234,12.25492121600007,svhn,0.14583333333333334,2.312795218785604,0.117,2.3407688617706297,mpi_async,lenet5,2,4,30.747378407999918,0.189,2.235522464752197,30.747378407999918,0.1315,2.3620943298339845
0.9875455966649297,0.03883013153985461,0.0031261229996744078,2.7073320830004377,usps,0.565,2.2786474470123648,0.5615,2.1230680122375487,mpi_async,lenet5,3,5,32.989203120999946,0.1885,4.445865627288819,32.989203120999946,0.945,0.2670087015107274
0.9906722251172486,0.02944989273350816,0.000958009000896709,2.768217131999336,usps,0.5583333333333333,2.223299150751283,0.544,2.456412313461304,mpi_async,lenet5,3,6,39.340446705999966,0.183,3.9844262714385987,39.340446705999966,0.948,0.22905886735394598
0.96265625,0.12080293009988964,0.012335201000041707,12.536449255999969,mnist,0.6625,0.9823165606458982,0.972,0.087865756213665,mpi_async,lenet5,1,6,42.18702494699994,0.237,2.1392149810791015,42.18702494699994,0.7785,0.719868944644928
0.9944762897342366,0.016392653376405643,0.0008500849980919156,2.7143334860011237,usps,0.5603333333333333,2.749379282832767,0.541,3.154300115585327,mpi_async,lenet5,3,7,46.01573998899994,0.1885,4.833831693649292,46.01573998899994,0.9515,0.2600060392636806
0.18734375,2.2375034141540526,0.011377530999993724,14.172714244999952,svhn,0.14583333333333334,2.304001661936442,0.117,2.332907169342041,mpi_async,lenet5,2,7,48.13554959299995,0.189,2.232358196258545,48.13554959299995,0.1315,2.3467396202087403
0.9951537258989057,0.015577974619640283,0.0010006209995481186,2.6948891100000765,usps,0.5645,2.614296183941265,0.54,2.9315964164733885,mpi_async,lenet5,3,8,54.43662795099999,0.1975,4.676793874740601,54.43662795099999,0.956,0.23449826060980558
0.97125,0.09084759255871176,0.0034678740000799735,12.751216783000018,mnist,0.6595,0.9620813486973444,0.962,0.10610437786579133,mpi_async,lenet5,1,8,56.8452489309999,0.207,2.191868448257446,56.8452489309999,0.8095,0.5882712199687957
0.997186034392913,0.010382716427545038,0.0009823839991440764,2.6997300279999763,usps,0.5623333333333334,2.7879934126371517,0.538,3.097201587677002,mpi_async,lenet5,3,9,65.05032224999991,0.198,4.997483793258667,65.05032224999991,0.951,0.26929485697578637
0.18557291666666667,2.2386961277325947,0.010301619000074425,14.570492712999908,svhn,0.14583333333333334,2.277272860209147,0.117,2.309488037109375,mpi_async,lenet5,2,9,67.30019833099993,0.189,2.225943111419678,67.30019833099993,0.1315,2.296387432098389
0.9748958333333333,0.08358233052305877,0.007148252999968463,12.450713522000001,mnist,0.6611666666666667,0.9685723102688789,0.971,0.08327422660589218,mpi_async,lenet5,1,9,71.77748808799993,0.222,2.1450692825317383,71.77748808799993,0.7905,0.6773734216690064
0.9985409067222512,0.006938492392778005,0.004635900000721449,2.7156702039992524,usps,0.5581666666666667,2.895087001834996,0.5255,3.566486759185791,mpi_async,lenet5,3,10,74.260245027,0.196,4.844541418075561,74.260245027,0.953,0.2742328282436356
0.9988535695674831,0.004989752562863048,0.0008976139997685095,2.7184082309995574,usps,0.554,2.889590025332446,0.5285,3.5971624794006347,mpi_async,lenet5,3,11,80.04878634399995,0.187,4.770246421813964,80.04878634399995,0.9465,0.3013611747827381
